# Generated by timeskew on an x86 system
1094.767164302 1094.767164289 1094.767164564 1094.767164639 -1.3e-08 2.62e-07 7.5e-08
1095.767995580 1095.767995562 1095.767995769 1095.767995850 -1.8e-08 1.89e-07 8.1e-08
1096.768961804 1096.768961779 1096.768962023 1096.768962100 -2.5e-08 2.19e-07 7.7e-08
1097.769381994 1097.769381972 1097.769382189 1097.769382274 -2.2e-08 1.95e-07 8.5e-08
1098.770192978 1098.770192954 1098.770193186 1098.770193258 -2.4e-08 2.08e-07 7.2e-08
1099.770381132 1099.770381094 1099.770381300 1099.770381377 -3.8e-08 1.68e-07 7.7e-08
1100.770657074 1100.770657037 1100.770657245 1100.770657319 -3.7e-08 1.71e-07 7.4e-08
1101.771325469 1101.771325416 1101.771325613 1101.771325690 -5.3e-08 1.44e-07 7.7e-08
1102.772282048 1102.772282024 1102.772282231 1102.772282297 -2.4e-08 1.83e-07 6.6e-08
1103.772936376 1103.772936326 1103.772936507 1103.772936582 -5e-08 1.31e-07 7.5e-08
1104.773832337 1104.773832312 1104.773832516 1104.773832587 -2.5e-08 1.79e-07 7.1e-08
1105.774732341 1105.774732271 1105.774732453 1105.774732542 -7e-08 1.12e-07 8.9e-08
1106.775687232 1106.775687214 1106.775687443 1106.775687518 -1.8e-08 2.11e-07 7.5e-08
1107.776620308 1107.776620296 1107.776620533 1107.776620605 -1.2e-08 2.25e-07 7.2e-08
1108.777570606 1108.777570582 1108.777570817 1108.777570892 -2.4e-08 2.11e-07 7.5e-08
1109.778534745 1109.778534722 1109.778534937 1109.778535020 -2.3e-08 1.92e-07 8.3e-08
1110.778769284 1110.778769246 1110.778769453 1110.778769535 -3.8e-08 1.69e-07 8.2e-08
1111.779442276 1111.779442263 1111.779442458 1111.779442528 -1.3e-08 1.82e-07 7e-08
1112.780359950 1112.780359898 1112.780360092 1112.780360166 -5.2e-08 1.42e-07 7.4e-08
1113.781316327 1113.781316257 1113.781316444 1113.781316506 -7e-08 1.17e-07 6.2e-08
1114.781886233 1114.781886164 1114.781886352 1114.781886425 -6.9e-08 1.19e-07 7.3e-08
1115.782785078 1115.782785048 1115.782785252 1115.782785315 -3e-08 1.74e-07 6.3e-08
1116.783725916 1116.783725866 1116.783726067 1116.783726139 -5e-08 1.51e-07 7.2e-08
1117.784656945 1117.784656921 1117.784657158 1117.784657229 -2.4e-08 2.13e-07 7.1e-08
1118.785604688 1118.785604664 1118.785604883 1118.785604955 -2.4e-08 1.95e-07 7.2e-08
1119.786568552 1119.786568501 1119.786568710 1119.786568782 -5.1e-08 1.58e-07 7.2e-08
1120.786793220 1120.786793168 1120.786793374 1120.786793448 -5.2e-08 1.54e-07 7.4e-08
1121.787420514 1121.787420463 1121.787420671 1121.787420753 -5.1e-08 1.57e-07 8.2e-08
1122.788302693 1122.788302643 1122.788302850 1122.788302921 -5e-08 1.57e-07 7.1e-08
1123.789221133 1123.789221108 1123.789221326 1123.789221398 -2.5e-08 1.93e-07 7.2e-08
1124.790175672 1124.790175645 1124.790175858 1124.790175939 -2.7e-08 1.86e-07 8.1e-08
1125.790714375 1125.790714364 1125.790714581 1125.790714654 -1.1e-08 2.06e-07 7.3e-08
1126.791643873 1126.791643836 1126.791644043 1126.791644118 -3.7e-08 1.7e-07 7.5e-08
1127.792573572 1127.792573502 1127.792573682 1127.792573761 -7e-08 1.1e-07 7.9e-08
1128.793519111 1128.793519042 1128.793519225 1128.793519306 -6.9e-08 1.14e-07 8.1e-08
1129.794483356 1129.794483334 1129.794483551 1129.794483622 -2.2e-08 1.95e-07 7.1e-08
1130.795173984 1130.795173949 1130.795174158 1130.795174234 -3.5e-08 1.74e-07 7.6e-08
1131.795736534 1131.795736483 1131.795736688 1131.795736771 -5.1e-08 1.54e-07 8.3e-08
1132.796496194 1132.796496157 1132.796496363 1132.796496434 -3.7e-08 1.69e-07 7.1e-08
1133.796505749 1133.796505724 1133.796505942 1133.796506017 -2.5e-08 1.93e-07 7.5e-08
1134.797422773 1134.797422737 1134.797422940 1134.797423015 -3.6e-08 1.67e-07 7.5e-08
1135.798379460 1135.798379422 1135.798379628 1135.798379701 -3.8e-08 1.68e-07 7.3e-08
1136.798914883 1136.798914872 1136.798915090 1136.798915162 -1.1e-08 2.07e-07 7.2e-08
1137.799857173 1137.799857161 1137.799857378 1137.799857464 -1.2e-08 2.05e-07 8.6e-08
1138.800808384 1138.800808372 1138.800808587 1138.800808660 -1.2e-08 2.03e-07 7.3e-08
1139.801773681 1139.801773687 1139.801773891 1139.801773972 6e-09 2.1e-07 8.1e-08
1140.802072720 1140.802072726 1140.802072931 1140.802073002 6e-09 2.11e-07 7.1e-08
1141.802830506 1141.802830492 1141.802830680 1141.802830777 -1.4e-08 1.74e-07 9.7e-08
1142.803599572 1142.803599558 1142.803599748 1142.803599827 -1.4e-08 1.76e-07 7.9e-08
1143.803879843 1143.803879831 1143.803880053 1143.803880127 -1.2e-08 2.1e-07 7.4e-08
1144.804770199 1144.804770148 1144.804770351 1144.804770423 -5.1e-08 1.52e-07 7.2e-08
1145.805687147 1145.805687103 1145.805687309 1145.805687382 -4.4e-08 1.62e-07 7.3e-08
1146.806641665 1146.806641681 1146.806641897 1146.806641971 1.6e-08 2.32e-07 7.4e-08
1147.807160409 1147.807160411 1147.807160615 1147.807160688 2e-09 2.06e-07 7.3e-08
1148.808113348 1148.808113305 1148.808113533 1148.808113616 -4.3e-08 1.85e-07 8.3e-08
1149.809082245 1149.809082209 1149.809082415 1149.809082489 -3.6e-08 1.7e-07 7.4e-08
1150.809450510 1150.809450488 1150.809450719 1150.809450793 -2.2e-08 2.09e-07 7.4e-08
1151.810228522 1151.810228512 1151.810228718 1151.810228797 -1e-08 1.96e-07 7.9e-08
1152.811194531 1152.811194506 1152.811194737 1152.811194810 -2.5e-08 2.06e-07 7.3e-08
1153.812064258 1153.812064217 1153.812064453 1153.812064527 -4.1e-08 1.95e-07 7.4e-08
1154.812948366 1154.812948309 1154.812948517 1154.812948592 -5.7e-08 1.51e-07 7.5e-08
1155.813380249 1155.813380212 1155.813380402 1155.813380486 -3.7e-08 1.53e-07 8.4e-08
1156.814297579 1156.814297596 1156.814297814 1156.814297886 1.7e-08 2.35e-07 7.2e-08
1157.814383178 1157.814383166 1157.814383381 1157.814383445 -1.2e-08 2.03e-07 6.4e-08
1158.815382220 1158.815382197 1158.815382414 1158.815382486 -2.3e-08 1.94e-07 7.2e-08
1159.816381179 1159.816381126 1159.816381344 1159.816381443 -5.3e-08 1.65e-07 9.9e-08
1160.816658071 1160.816658001 1160.816658205 1160.816658279 -7e-08 1.34e-07 7.4e-08
1161.817368494 1161.817368424 1161.817368613 1161.817368701 -7e-08 1.19e-07 8.8e-08
1162.818219995 1162.818219926 1162.818220107 1162.818220189 -6.9e-08 1.12e-07 8.2e-08
1163.819089158 1163.819089115 1163.819089325 1163.819089396 -4.3e-08 1.67e-07 7.1e-08
1164.819972719 1164.819972669 1164.819972860 1164.819972938 -5e-08 1.41e-07 7.8e-08
1165.820872875 1165.820872806 1165.820872986 1165.820873059 -6.9e-08 1.11e-07 7.3e-08
1166.821789100 1166.821789069 1166.821789267 1166.821789345 -3.1e-08 1.67e-07 7.8e-08
1167.822721108 1167.822721071 1167.822721268 1167.822721357 -3.7e-08 1.6e-07 8.9e-08
1168.823672894 1168.823672870 1168.823673104 1168.823673178 -2.4e-08 2.1e-07 7.4e-08
1169.824156773 1169.824156728 1169.824156945 1169.824157039 -4.5e-08 1.72e-07 9.4e-08
1170.824433653 1170.824433641 1170.824433859 1170.824433933 -1.2e-08 2.06e-07 7.4e-08
1171.825148802 1171.825148815 1171.825149020 1171.825149102 1.3e-08 2.18e-07 8.2e-08
1172.826039169 1172.826039125 1172.826039329 1172.826039402 -4.4e-08 1.6e-07 7.3e-08
1173.826998521 1173.826998471 1173.826998674 1173.826998755 -5e-08 1.53e-07 8.1e-08
1174.827884773 1174.827884738 1174.827884955 1174.827885038 -3.5e-08 1.82e-07 8.3e-08
1175.827898400 1175.827898364 1175.827898581 1175.827898653 -3.6e-08 1.81e-07 7.2e-08
1176.828818311 1176.828818301 1176.828818517 1176.828818591 -1e-08 2.06e-07 7.4e-08
1177.829753429 1177.829753360 1177.829753550 1177.829753635 -6.9e-08 1.21e-07 8.5e-08
1178.830706574 1178.830706537 1178.830706744 1178.830706817 -3.7e-08 1.7e-07 7.3e-08
1179.831675312 1179.831675303 1179.831675521 1179.831675596 -9e-09 2.09e-07 7.5e-08
1180.832165850 1180.832165800 1180.832166005 1180.832166080 -5e-08 1.55e-07 7.5e-08
1181.832962326 1181.832962257 1181.832962465 1181.832962536 -6.9e-08 1.39e-07 7.1e-08
1182.833818627 1182.833818558 1182.833818739 1182.833818813 -6.9e-08 1.12e-07 7.4e-08
1183.834383075 1183.834383035 1183.834383247 1183.834383320 -4e-08 1.72e-07 7.3e-08
1184.835273251 1184.835273238 1184.835273453 1184.835273528 -1.3e-08 2.02e-07 7.5e-08
1185.836178360 1185.836178346 1185.836178552 1185.836178623 -1.4e-08 1.92e-07 7.1e-08
1186.837099593 1186.837099599 1186.837099807 1186.837099878 6e-09 2.14e-07 7.1e-08
1187.838035885 1187.838035816 1187.838042448 1187.838042515 -6.9e-08 6.56e-06 6.7e-08
1188.838532618 1188.838532582 1188.838532825 1188.838532897 -3.6e-08 2.07e-07 7.2e-08
1189.839380766 1189.839380754 1189.839380971 1189.839381045 -1.2e-08 2.05e-07 7.4e-08
1190.839775549 1190.839775514 1190.839775722 1190.839775798 -3.5e-08 1.73e-07 7.6e-08
1191.840601198 1191.840601153 1191.840601342 1191.840601424 -4.5e-08 1.44e-07 8.2e-08
1192.841457824 1192.841457779 1192.841457959 1192.841458038 -4.5e-08 1.35e-07 7.9e-08
1193.842192296 1193.842192273 1193.842192506 1193.842192580 -2.3e-08 2.1e-07 7.4e-08
1194.843083096 1194.843083088 1194.843083295 1194.843083365 -8e-09 1.99e-07 7e-08
1195.843988041 1195.843987972 1195.843988161 1195.843988231 -6.9e-08 1.2e-07 7e-08
1196.844908338 1196.844908269 1196.844908452 1196.844908530 -6.9e-08 1.14e-07 7.8e-08
1197.845845317 1197.845845278 1197.845845482 1197.845845554 -3.9e-08 1.65e-07 7.2e-08
1198.846797197 1198.846797185 1198.846797403 1198.846797476 -1.2e-08 2.06e-07 7.3e-08
1199.847766312 1199.847766297 1199.847766488 1199.847766572 -1.5e-08 1.76e-07 8.4e-08
1200.848154465 1200.848154466 1200.848154669 1200.848154758 1e-09 2.04e-07 8.9e-08
1201.848930115 1201.848930045 1201.848930235 1201.848930311 -7e-08 1.2e-07 7.6e-08
1202.849356715 1202.849356646 1202.849356835 1202.849356910 -6.9e-08 1.2e-07 7.5e-08
1203.850227030 1203.850226960 1203.850227150 1203.850227224 -7e-08 1.2e-07 7.4e-08
1204.850933351 1204.850933329 1204.850933544 1204.850933687 -2.2e-08 1.93e-07 1.43e-07
1205.851843662 1205.851843634 1205.851843911 1205.851844052 -2.8e-08 2.49e-07 1.41e-07
1206.852774605 1206.852774555 1206.852774834 1206.852774984 -5e-08 2.29e-07 1.5e-07
1207.853712979 1207.853712968 1207.853713243 1207.853713418 -1.1e-08 2.64e-07 1.75e-07
1208.854666828 1208.854666806 1208.854667080 1208.854667226 -2.2e-08 2.52e-07 1.46e-07
1209.855637778 1209.855637765 1209.855638113 1209.855638258 -1.3e-08 3.35e-07 1.45e-07
1210.856030361 1210.856030348 1210.856030628 1210.856030768 -1.3e-08 2.67e-07 1.4e-07
1211.856862083 1211.856862058 1211.856862332 1211.856862407 -2.5e-08 2.49e-07 7.5e-08
1212.857812275 1212.857812309 1212.857812587 1212.857812679 3.4e-08 3.12e-07 9.2e-08
1213.858198142 1213.858198094 1213.858198297 1213.858198371 -4.8e-08 1.55e-07 7.4e-08
1214.858937140 1214.858937111 1214.858937326 1214.858937412 -2.9e-08 1.86e-07 8.6e-08
1215.859808150 1215.859808114 1215.859808309 1215.859808426 -3.6e-08 1.59e-07 1.17e-07
1216.860380528 1216.860380516 1216.860380732 1216.860380820 -1.2e-08 2.04e-07 8.8e-08
1217.861100518 1217.861100534 1217.861100751 1217.861100819 1.6e-08 2.33e-07 6.8e-08
1218.861831697 1218.861831627 1218.861831822 1218.861831888 -7e-08 1.25e-07 6.6e-08
1219.862687345 1219.862687275 1219.862687470 1219.862687542 -7e-08 1.25e-07 7.2e-08
1220.863524790 1220.863524719 1220.863524925 1220.863524997 -7.1e-08 1.35e-07 7.2e-08
1221.864336681 1221.864336612 1221.864336794 1221.864341628 -6.9e-08 1.13e-07 4.83e-06
1222.864952744 1222.864952672 1222.864952851 1222.864952920 -7.2e-08 1.07e-07 6.9e-08
1223.865665242 1223.865665173 1223.865665350 1223.865665398 -6.9e-08 1.08e-07 4.8e-08
1224.866388328 1224.866388259 1224.866388452 1224.866388505 -6.9e-08 1.24e-07 5.3e-08
1225.867097569 1225.867097499 1225.867097688 1225.867097734 -7e-08 1.19e-07 4.6e-08
1226.867905383 1226.867905314 1226.867905523 1226.867905592 -6.9e-08 1.4e-07 6.9e-08
1227.868613585 1227.868613516 1227.868613693 1227.868613770 -6.9e-08 1.08e-07 7.7e-08
1228.869332601 1228.869332531 1228.869332736 1228.869332811 -7e-08 1.35e-07 7.5e-08
1229.870178365 1229.870178322 1229.870178532 1229.870178604 -4.3e-08 1.67e-07 7.2e-08
1230.871005742 1230.871005671 1230.871005879 1230.871005954 -7.1e-08 1.37e-07 7.5e-08
1231.871709980 1231.871709911 1231.871710082 1231.871710165 -6.9e-08 1.02e-07 8.3e-08
1232.872425137 1232.872425068 1232.872425244 1232.872425307 -6.9e-08 1.07e-07 6.3e-08
1233.873126133 1233.873126077 1233.873126247 1233.873126299 -5.6e-08 1.14e-07 5.2e-08
1234.873990476 1234.873990406 1234.873990583 1234.873990632 -7e-08 1.07e-07 4.9e-08
1235.874690124 1235.874690054 1235.874690244 1235.874690309 -7e-08 1.2e-07 6.5e-08
1236.875487217 1236.875487150 1236.875487338 1236.875487394 -6.7e-08 1.21e-07 5.6e-08
1237.876182877 1237.876182808 1237.876182980 1237.876183028 -6.9e-08 1.03e-07 4.8e-08
1238.876977866 1238.876984757 1238.876984942 1238.876985014 6.89e-06 7.08e-06 7.2e-08
1239.877819645 1239.877819703 1239.877819937 1239.877820009 5.8e-08 2.92e-07 7.2e-08
1240.878636377 1240.878636393 1240.878636598 1240.878636668 1.6e-08 2.21e-07 7e-08
1241.879328546 1241.879328477 1241.879328648 1241.879328728 -6.9e-08 1.02e-07 8e-08
1242.880030718 1242.880030702 1242.880030878 1242.880030958 -1.6e-08 1.6e-07 8e-08
1243.880722271 1243.880722296 1243.880722513 1243.880722584 2.5e-08 2.42e-07 7.1e-08
1244.881632809 1244.881632825 1244.881633042 1244.881633114 1.6e-08 2.33e-07 7.2e-08
1245.882528053 1245.882528003 1245.882528179 1245.882528238 -5e-08 1.26e-07 5.9e-08
1246.883309034 1246.883308965 1246.883309138 1246.883309189 -6.9e-08 1.04e-07 5.1e-08
1247.883994162 1247.883994094 1247.883994281 1247.883994328 -6.8e-08 1.19e-07 4.7e-08
1248.884689971 1248.884689902 1248.884690073 1248.884690126 -6.9e-08 1.02e-07 5.3e-08
1249.885514529 1249.885514516 1249.885514733 1249.885514806 -1.3e-08 2.04e-07 7.3e-08
1250.886320625 1250.886320613 1250.886320820 1250.886320893 -1.2e-08 1.95e-07 7.3e-08
1251.887003338 1251.887003280 1251.887003451 1251.887003528 -5.8e-08 1.13e-07 7.7e-08
1252.887709156 1252.887709086 1252.887709262 1252.887709318 -7e-08 1.06e-07 5.6e-08
1253.888388244 1253.888388214 1253.888388452 1253.888388538 -3e-08 2.08e-07 8.6e-08
1254.889077179 1254.889077163 1254.889077339 1254.889077421 -1.6e-08 1.6e-07 8.2e-08
1255.889753364 1255.889753295 1255.889753465 1255.889753557 -6.9e-08 1.01e-07 9.2e-08
1256.890412115 1256.890412097 1256.890412272 1256.890412351 -1.8e-08 1.57e-07 7.9e-08
1257.891314173 1257.891314160 1257.891314377 1257.891314464 -1.3e-08 2.04e-07 8.7e-08
1258.892000497 1258.892000488 1258.892000675 1258.892000755 -9e-09 1.78e-07 8e-08
1259.892812085 1259.892812035 1259.892812224 1259.892812285 -5e-08 1.39e-07 6.1e-08
1260.893608399 1260.893608347 1260.893608556 1260.893608629 -5.2e-08 1.57e-07 7.3e-08
1261.894277551 1261.894277482 1261.894277655 1261.894277718 -6.9e-08 1.04e-07 6.3e-08
1262.894957420 1262.894957370 1262.894957573 1262.894957645 -5e-08 1.53e-07 7.2e-08
1263.895710395 1263.895710366 1263.895710600 1263.895710669 -2.9e-08 2.05e-07 6.9e-08
1264.896389126 1264.896389074 1264.896389275 1264.896389330 -5.2e-08 1.49e-07 5.5e-08
1265.897055291 1265.897055239 1265.897055415 1265.897055476 -5.2e-08 1.24e-07 6.1e-08
1266.897929946 1266.897929889 1266.897930090 1266.897930162 -5.7e-08 1.44e-07 7.2e-08
1267.898839458 1267.898839400 1267.898839606 1267.898839685 -5.8e-08 1.48e-07 7.9e-08
1268.899786602 1268.899786532 1268.899786723 1268.899786805 -7e-08 1.21e-07 8.2e-08
1269.900171185 1269.900171149 1269.900171354 1269.900171427 -3.6e-08 1.69e-07 7.3e-08
1270.900958811 1270.900958799 1270.900959031 1270.900959107 -1.2e-08 2.2e-07 7.6e-08
1271.901617619 1271.901617549 1271.901617753 1271.901617802 -7e-08 1.34e-07 4.9e-08
1272.902574066 1272.902574054 1272.902574269 1272.902574341 -1.2e-08 2.03e-07 7.2e-08
1273.903299834 1273.903299826 1273.903300165 1273.903300239 -8e-09 3.31e-07 7.4e-08
1274.904064154 1274.904064085 1274.904064262 1274.904064347 -6.9e-08 1.08e-07 8.5e-08
1275.904861029 1275.904860959 1275.904861136 1275.904861212 -7e-08 1.07e-07 7.6e-08
1276.905621364 1276.905621321 1276.905621523 1276.905621596 -4.3e-08 1.59e-07 7.3e-08
1277.905681629 1277.905681617 1277.905681917 1277.905681988 -1.2e-08 2.88e-07 7.1e-08
1278.905730888 1278.905730838 1278.905731026 1278.905731109 -5e-08 1.38e-07 8.3e-08
1279.905790858 1279.905790881 1279.905791090 1279.905791243 2.3e-08 2.32e-07 1.53e-07
1280.905857377 1280.905857478 1280.905857773 1280.905857916 1.01e-07 3.96e-07 1.43e-07
1281.905910896 1281.905910935 1281.905911230 1281.905911371 3.9e-08 3.34e-07 1.41e-07
1282.905969496 1282.905969513 1282.905969689 1282.905969832 1.7e-08 1.93e-07 1.43e-07
1283.906929673 1283.906929696 1283.906929971 1283.906930113 2.3e-08 2.98e-07 1.42e-07
1284.907851101 1284.907851091 1284.907851260 1284.907851329 -1e-08 1.59e-07 6.9e-08
1285.908739374 1285.908739398 1285.908739676 1285.908739821 2.4e-08 3.02e-07 1.45e-07
1286.909592527 1286.909592513 1286.909592691 1286.909592834 -1.4e-08 1.64e-07 1.43e-07
1287.910417039 1287.910416989 1287.910417260 1287.910417410 -5e-08 2.21e-07 1.5e-07
1288.911207738 1288.911207727 1288.911208001 1288.911208146 -1.1e-08 2.63e-07 1.45e-07
1289.911968273 1289.911968220 1289.911968497 1289.911968644 -5.3e-08 2.24e-07 1.47e-07
1290.912700357 1290.912700305 1290.912700579 1290.912700651 -5.2e-08 2.22e-07 7.2e-08
1291.913406669 1291.913406656 1291.913406933 1291.913407007 -1.3e-08 2.64e-07 7.4e-08
1292.914083993 1292.914083982 1292.914084159 1292.914084233 -1.1e-08 1.66e-07 7.4e-08
1293.914709231 1293.914709162 1293.914709333 1293.914709426 -6.9e-08 1.02e-07 9.3e-08
1294.915313852 1294.915313840 1294.915314251 1294.915314325 -1.2e-08 3.99e-07 7.4e-08
1295.915896328 1295.915896364 1295.915896641 1295.915896783 3.6e-08 3.13e-07 1.42e-07
1296.916453565 1296.916453512 1296.916453690 1296.916453773 -5.3e-08 1.25e-07 8.3e-08
1297.916991037 1297.916991058 1297.916991360 1297.916991502 2.1e-08 3.23e-07 1.42e-07
1298.917509418 1298.917509445 1298.917509740 1298.917509886 2.7e-08 3.22e-07 1.46e-07
1299.918007901 1299.918007922 1299.918008201 1299.918008341 2.1e-08 3e-07 1.4e-07
1300.918488498 1300.918488522 1300.918488816 1300.918488956 2.4e-08 3.18e-07 1.4e-07
1301.918948009 1301.918947941 1301.918948118 1301.918948181 -6.8e-08 1.09e-07 6.3e-08
1302.919386842 1302.919386864 1302.919387187 1302.919387330 2.2e-08 3.45e-07 1.43e-07
1303.919864912 1303.919864935 1303.919865211 1303.919865366 2.3e-08 2.99e-07 1.55e-07
1304.920240322 1304.920240345 1304.920240629 1304.920240767 2.3e-08 3.07e-07 1.38e-07
1305.920603628 1305.920603654 1305.920604091 1305.920604237 2.6e-08 4.63e-07 1.46e-07
1306.920952123 1306.920952054 1306.920952248 1306.920952409 -6.9e-08 1.25e-07 1.61e-07
1307.921287192 1307.921287122 1307.921287298 1307.921287380 -7e-08 1.06e-07 8.2e-08
1308.921610737 1308.921610668 1308.921610876 1308.921610945 -6.9e-08 1.39e-07 6.9e-08
1309.921927912 1309.921927899 1309.921928116 1309.921928192 -1.3e-08 2.04e-07 7.6e-08
1310.922233072 1310.922233059 1310.922233275 1310.922233364 -1.3e-08 2.03e-07 8.9e-08
1311.922528013 1311.922527962 1311.922528172 1311.922528245 -5.1e-08 1.59e-07 7.3e-08
1312.922814708 1312.922814695 1312.922814884 1312.922814951 -1.3e-08 1.76e-07 6.7e-08
1313.923383519 1313.923383478 1313.923383696 1313.923383778 -4.1e-08 1.77e-07 8.2e-08
1314.924161975 1314.924161917 1314.924162107 1314.924162191 -5.8e-08 1.32e-07 8.4e-08
1315.924938242 1315.924938192 1315.924938374 1315.924938457 -5e-08 1.32e-07 8.3e-08
1316.925714685 1316.925714649 1316.925714830 1316.925714912 -3.6e-08 1.45e-07 8.2e-08
1317.926490598 1317.926490586 1317.926490884 1317.926490959 -1.2e-08 2.86e-07 7.5e-08
1318.927264371 1318.927264358 1318.927264565 1318.927264638 -1.3e-08 1.94e-07 7.3e-08
1319.928037222 1319.928037154 1319.928037328 1319.928037409 -6.8e-08 1.06e-07 8.1e-08
1320.928809357 1320.928809319 1320.928809531 1320.928809621 -3.8e-08 1.74e-07 9e-08
1321.929644676 1321.929644607 1321.929644778 1321.929644843 -6.9e-08 1.02e-07 6.5e-08
1322.930413501 1322.930413431 1322.930413607 1322.930413683 -7e-08 1.06e-07 7.6e-08
1323.930699329 1323.930699271 1323.930699443 1323.930699508 -5.8e-08 1.14e-07 6.5e-08
1324.930977183 1324.930977113 1324.930977290 1324.930977355 -7e-08 1.07e-07 6.5e-08
1325.931243760 1325.931243690 1325.931243866 1325.931243944 -7e-08 1.06e-07 7.8e-08
1326.931502697 1326.931502628 1326.931502818 1326.931502901 -6.9e-08 1.21e-07 8.3e-08
1327.931753142 1327.931753073 1327.931753252 1327.931753338 -6.9e-08 1.1e-07 8.6e-08
1328.931994770 1328.931994719 1328.931994902 1328.931994969 -5.1e-08 1.32e-07 6.7e-08
1329.932231223 1329.932231186 1329.932231396 1329.932231473 -3.7e-08 1.73e-07 7.7e-08
1330.932460537 1330.932460525 1330.932460730 1330.932460802 -1.2e-08 1.93e-07 7.2e-08
1331.932680634 1331.932680572 1331.932680745 1331.932680808 -6.2e-08 1.11e-07 6.3e-08
